Download Link:,Object Number:,Artist:,Title:,Medium:
https://nationalgalleryimages.ie/asset/?external_id=NGI.18880&download=true,NGI.18880,"Artist: William Howis junior, 1827-1857",Rocks and Foliage,Pastel on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18390&download=true,NGI.18390,"Artist: Michael Healy RHA, 1873-1941",A Rose Window,Crayon and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18388&download=true,NGI.18388,"Artist: Michael Healy RHA, 1873-1941",The Cross Triumphant,Crayon and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18359&download=true,NGI.18359,"Artist: Michael Healy RHA, 1873-1941","Saints Patrick, Eithne and Fedelm, below Saint Patrick Lighting the Paschal Fire on the Hill of Slane",Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18300&download=true,NGI.18300,"Studio of: Thomas Newenham Deane, 1828-1899",A Proposed Alteration to the National Gallery of Ireland Mezzanine (Rm. 14) Windows,Graphite on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18021&download=true,NGI.18021,"Artist: Francis Fowke, 1823-1865",Details of Cast Iron Gratings in the Queen's Gallery,Ink and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18008&download=true,NGI.18008,"Artist: Henry James Barret, 19th century, Artist: H. H. Fox, 19th century",Details of the Mezzanine Floor,"Ink, watercolour and graphite on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.167&download=true,NGI.167,"Artist: Jean Jacques Bachelier, 1724-1806",The Death of Milo of Croton,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.140&download=true,NGI.140,"Artist: John Partridge, 1790-1872","Portrait of Thomas Wyse (1791-1862), Politician, Writer and Diplomat",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.128&download=true,NGI.128,"Artist: James Barry, 1741-1806","Portrait of Edmund Burke (1729-1797), Statesman, Orator and Writer",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.11994&download=true,NGI.11994,"Engraver: Joseph Mallord William Turner, 1775-1851, Engraver: Robert Dunkarton, b.1744-after 1811, After: Joseph Mallord William Turner, 1775-1851",The Watermill (P),Etching and mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.11626&download=true,NGI.11626,"Artist: Unknown Artist, Ireland, 18th century","The Dublin Volunteers on College Green, 4th November, commemorating the birthday of King William III, (1650-1702)",Line and aquatint
https://nationalgalleryimages.ie/asset/?external_id=NGI.11614&download=true,NGI.11614,"Engraver: Unknown Artist, England, 18th century, After: Joseph Tudor, 1695-1759","The Illuminations and Fireworks to be Exhibited at Saint Stephen's Green, Dublin, on Thanksgiving Day for the General Peace Concluded at Aix-la-Chapelle, 1748",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.1160&download=true,NGI.1160,"Artist: Dermod O'Brien, 1865-1945",Portrait of E. Magawley Banon,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.11596&download=true,NGI.11596,"Engraver: Unknown Artist, England, 19th century, After: Sir T. Hammond, 19th century","The Entrance of George IV, King of England, (1762-1830), into the Upper Yard, Dublin Castle, 17th August 1821",Lithograph
https://nationalgalleryimages.ie/asset/?external_id=NGI.11494&download=true,NGI.11494,"Engraver: Claude Dubosc, fl.c.1711-1740, Artist: Raphael, 1483-1520",The Blinding of Elymas by Saint Paul,Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.11066&download=true,NGI.11066,"Artist: Alfred d' Orsay, 1801-1852","William Grattan Tyrone Power (1797-1841), Actor",Lithograph
https://nationalgalleryimages.ie/asset/?external_id=NGI.10995&download=true,NGI.10995,"Engraver: John Simon, 1675-1755, After: Michael Dahl, 1656/1659-1743, Publisher: E. Cooper","James Butler, 2nd Duke of Ormonde, (1665-1745)",
https://nationalgalleryimages.ie/asset/?external_id=NGI.10877&download=true,NGI.10877,"Engraver: Unknown Artist, France, 18th century, After: Unknown Artist, France, 18th century, Publisher: Depeuille","General Lazare Hoche (1768-1797), French Republican Army, Commander of the French Forces in Ireland 1797",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10862&download=true,NGI.10862,"Engraver: Francesco Bartolozzi, 1725-1815, After: Hugh Douglas Hamilton, 1740-1808","Arthur Wolfe, 1st Viscount Kilwarden, (1739-1803), Lord Chief Justice of Ireland",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10412&download=true,NGI.10412,"Engraver: John Dixon, c.1740-1811, After: John Astley, c.1724-1787","Francis Seymour-Conway, 16th Earl of Hertford, (1718-1794), Lord Lieutenant of Ireland, later 4th Marquess of Hetford",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10360&download=true,NGI.10360,"Engraver: John Watkins Chapman, 1832-1903, After: Stephen Poyntz Denning, 1795-1864","Princess, (later Queen), Victoria, (1819-1901), aged 4",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10311&download=true,NGI.10311,"Engraver: Unknown Artist, French, 17th century, After: Isaac Oliver  I, c.1565-1617","Elizabeth I, Queen of England, (1533-1603)",Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.10273&download=true,NGI.10273,"?: Unknown Artist, France, 19th century, After: Louis de Carmontelle, 1717-1806","Laurence Sterne (1713-1768), Author and Clergyman",Lithograph and watercolour
https://nationalgalleryimages.ie/asset/?external_id=NGI.10140&download=true,NGI.10140,"Engraver: Louis Sailliar, 1748-c.1795, After: Richard Cosway, 1742-1821","George, Prince of Wales, (1762-1830), later King George IV of England, against Westminster Abbey, London",Stipple
https://nationalgalleryimages.ie/asset/?external_id=NGI.945&download=true,NGI.945,"Artist: William Orpen, 1878-1931",The Dead Ptarmigan (a Self-Portrait),Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.910&download=true,NGI.910,"Artist: John Butler Yeats, 1839-1922","Portrait of Reverend P.S. Dineen (1860-1934), Lexicographer",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.873&download=true,NGI.873,"Artist: John Butler Yeats, 1839-1922","Portrait of George Moore (1852-1933), Novelist",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.8276&download=true,NGI.8276,"Artist: Unknown Artist, Rome, Antique","A Greek Philosopher or Author (the So-called Portrait of Seneca, c.4BC-65AD)",Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8211&download=true,NGI.8211,"Artist: Giovanni Battista Piamontini, fl.1725-1762",The Wrestlers,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8210&download=true,NGI.8210,"Artist: Giovanni Battista Piamontini, fl.1725-1762",The Knife Sharpener (Arrotino),Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8124&download=true,NGI.8124,"after: Giambologna, 1529-1608",Hercules Slaying the Nemean Lion,Bronze
https://nationalgalleryimages.ie/asset/?external_id=NGI.8123&download=true,NGI.8123,"after: Giambologna, 1529-1608",Hercules and the Erymanthian Boar,Bronze
https://nationalgalleryimages.ie/asset/?external_id=NGI.8121&download=true,NGI.8121,"after: Giambologna, 1529-1608",Hercules Clubbing the Lernaean Hydra,Bronze
https://nationalgalleryimages.ie/asset/?external_id=NGI.8090&download=true,NGI.8090,"Artist: Albert Power, 1881-1945",Connemara Trout,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.7819&download=true,NGI.7819,"Artist: Jean Louis Ernest Meissonier, 1815-1891",An Officer of the First Republic,"Gouache, graphite and watercolour on grey card"
https://nationalgalleryimages.ie/asset/?external_id=NGI.7535&download=true,NGI.7535,"Artist: Harry Clarke, 1889-1931",A Competition Design for the Seal of the National Gallery of Ireland,Ink and graphite on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7485&download=true,NGI.7485,"Artist: Ludovico Carracci, 1555-1619","The Apostles Carrying the Body of The Virgin to the Tomb (for the Parma Galleria Nazionale oil, c.1607)",Ink and wash with white highlights and scraping out on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7405&download=true,NGI.7405,"Artist: Giovanni Battista Busiri, 1698-1757","The Colosseum, Rome",Gouache on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7404&download=true,NGI.7404,"Artist: Giovanni Battista Busiri, 1698-1757","The Temple of Vesta, Tivoli",Gouache on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7403&download=true,NGI.7403,"Artist: Giovanni Battista Busiri, 1698-1757","The Orsini Castle, Bracciano",Gouache on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7400&download=true,NGI.7400,"Artist: Giovanni Battista Busiri, 1698-1757","The Tomb of Cecilia Metella on the Appian Way, near Rome",Gouache on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7379&download=true,NGI.7379,"Artist: Louis Chéron, 1660-1725",Mercury and Psyche Mount Towards Olympus,Ink and wash with white highlights on blue paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.4700&download=true,NGI.4700,"Artist: Master of the Annunciation to the Shepherds, c.1604-1656",Christ Disputing with the Doctors,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4571&download=true,NGI.4571,"Artist: Patrick Joseph Tuohy, 1894-1930",Portrait of Mrs Mabel Noyk,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4548&download=true,NGI.4548,"Artist: Stephen Slaughter, 1697-1765",Portrait of John Rogerson,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4336&download=true,NGI.4336,"Artist: Godfrey Kneller, 1646-1723",Portrait of William Congreve,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4186&download=true,NGI.4186,"Artist: Juan Fernández, d. c.1657","A Still Life with Citrons, a Knife and Peapods on a Stone Ledge",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4166&download=true,NGI.4166,"Attributed to: Hyacinthe Rigaud, 1659-1743","Portrait of Patrick Sarsfield, Earl of Lucan (d.1693)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4149&download=true,NGI.4149,"Artist: Garret Morphy, c.1650-1716","Portrait of Rose O'Neill, later Mrs Nicholas Wogan",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4148&download=true,NGI.4148,"Artist: Garret Morphy, c.1650-1716","Portrait of Anne O'Neill, later Mrs Segrave",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4027&download=true,NGI.4027,"Artist: Patrick Joseph Tuohy, 1894-1930","Portrait of Biddy Campbell, Daughter of the 2nd Lord Glenavy",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4013&download=true,NGI.4013,"Artist: James Arthur O'Connor, 1792-1841",A View of Lough Mask,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.292&download=true,NGI.292,"Artist: Hugh Douglas Hamilton, 1740-1808","Portrait of John Fitzgibbon, Earl of Clare (1749-1802)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.246&download=true,NGI.246,"Artist: Gerrit Claesz Bleker, 1592/93- d.1656",A Raid on a Village,Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.2318&download=true,NGI.2318,"Artist: Philips Wouwerman, 1619-1668",Two Travellers in Conversation,Indian ink wash
https://nationalgalleryimages.ie/asset/?external_id=NGI.2315&download=true,NGI.2315,"Artist: Henry Williams, 1807 - 1886",The Tambourine Player,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2152&download=true,NGI.2152,"Artist: Wybrand Hendriks, 1744-1831",A Seated Man Leaning over a Pail; Three Women (Shadowy) on verso,Charcoal and watercolour on paper; charcoal (on verso)
https://nationalgalleryimages.ie/asset/?external_id=NGI.20107&download=true,NGI.20107,"Engraver: François Chauveau, 1613-1676, After: Titian, c.1488-1576",The Entombment,Line
https://nationalgalleryimages.ie/asset/?external_id=NGI.1938&download=true,NGI.1938,"Artist: Giovanni Antonio Pellegrini, 1675-1741",Susannah and the Elders,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.19338&download=true,NGI.19338,"Artist: Paul Klee, 1879-1940",Tiergarten,Graphite on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.19293&download=true,NGI.19293,"Artist: John Miers, fl.1760-1810","Silhouette of a Girl, a Member of the Hall Family",Mixed media on plaster
https://nationalgalleryimages.ie/asset/?external_id=NGI.19251&download=true,NGI.19251,"Artist: Gervase Spencer, c.1715-1763",Portrait of a young Girl,Enamel on copper
https://nationalgalleryimages.ie/asset/?external_id=NGI.1904&download=true,NGI.1904,"Artist: Thomas Frye, 1710-1762",Portrait of John Allen of Bridgewater,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.18932&download=true,NGI.18932,"Artist: Frederic William Burton, 1816-1900",A Design for the Mace of the Royal College of Physicians of Ireland,Ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.18732&download=true,NGI.18732,"Artist: William Howis senior, 1804-1882",A Rocky Bay and Distant Hills; a Man Writing (on verso),Graphite and watercolour on paper; graphite (on verso)
https://nationalgalleryimages.ie/asset/?external_id=NGI.1833&download=true,NGI.1833,"Artist: Unknown Artist, Ireland, 19th century",Ireland with the Repeal,Oil on porcelain
https://nationalgalleryimages.ie/asset/?external_id=NGI.1795&download=true,NGI.1795,"Artist: Jeremiah Hodges Mulcahy, 1804-1889","A Landscape with Curragh Chase, County Limerick",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1759&download=true,NGI.1759,"Artist: James Barry, 1741-1806",Iachimo Emerging from the Chest in Imogen's Chamber,Oil on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.1643&download=true,NGI.1643,"Artist: Unknown Artist, Ireland, 18th century",Possible Portrait of Hester Vanhomrigh ('Vanessa') (1690-1723),Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1414&download=true,NGI.1414,"Artist: Dermod O'Brien, 1865-1945",The White Dress (Lady Farrer),Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1298&download=true,NGI.1298,"Artist: John Butler Yeats, 1839-1922","Portrait of Susan Mitchell (1866-1926), Poet",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1244&download=true,NGI.1244,"Artist: Henri Eugène Le Sidaner, 1862-1939",Versailles: Cour d'Honneur,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.12224&download=true,NGI.12224,Maker: Unknown Artist,'Lady Augusta',Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12223&download=true,NGI.12223,Maker: Unknown Artist,'Soldier',Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12216&download=true,NGI.12216,Maker: Andrew Fogelberg,,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12211&download=true,NGI.12211,"Maker: John Ruslen, fl.1680s-1717",Quart Tankard,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12210&download=true,NGI.12210,"Maker: Jonathan Newton, fl. c.1700-c.1720",,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12209&download=true,NGI.12209,,,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.12208&download=true,NGI.12208,"Maker: G.D., fl. 17th century",,Silver
https://nationalgalleryimages.ie/asset/?external_id=NGI.1207&download=true,NGI.1207,"Artist: Icilio Federico Ioni, 1866-1946",Fresco Fragment,Fresco
https://nationalgalleryimages.ie/asset/?external_id=NGI.12068&download=true,NGI.12068,"Artist/Designer: R.&S. Garrard & Co., founded 1802",Reduced Replica of the Star of the Grand Master of the Knights of St Patrick,"Diamonds, rubies & emeralds set on silver base"
https://nationalgalleryimages.ie/asset/?external_id=NGI.1206&download=true,NGI.1206,"Artist: Icilio Federico Ioni, 1866-1946",Fresco Fragment,Fresco
https://nationalgalleryimages.ie/asset/?external_id=NGI.1205&download=true,NGI.1205,"Artist: Icilio Federico Ioni, 1866-1946",Fresco Fragment,Fresco
https://nationalgalleryimages.ie/asset/?external_id=NGI.1203&download=true,NGI.1203,"Artist: Icilio Federico Ioni, 1866-1946",Fresco Fragment,Fresco
https://nationalgalleryimages.ie/asset/?external_id=NGI.11623&download=true,NGI.11623,"Engraver: Pierre Louis de Surugue, 1710-1772, After: Jean-Siméon Chardin, 1699-1779",Les Tours de Cartes,Line engraving
